timestamp,model,n_estimators,learning_rate,max_depth,train_rmse,train_mae,val_rmse,val_mae,subsample,min_samples_leaf,use_tail_sample_weighting
2026-08-28T23:31:20.854344+00:00,GradientBoostingRegressor,300,0.05,3,24.66998323783707,18.666510506087985,50.41418453016156,35.598593454348055,,,
2026-08-29T14:34:01.977313+00:00,GradientBoostingRegressor,100,0.05,3,31.935823385171755,24.03060873051376,49.90544870793472,34.885923453342485,0.85,10.0,
2026-08-29T14:37:33.450993+00:00,GradientBoostingRegressor,100,0.05,3,33.82523320030789,25.194834404464977,48.7518365633167,34.24480234714941,0.85,10.0,True
